Image,Brand,Model,Category,Page,Img Score,Vision Score
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-24-1-230x350.png,Huawei P40 Pro+,ELS-N39,Smartphone,13,,5.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-15-5-230x350.png,APPLE,A2411,Smartphone,13,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-23-1-230x350.png,Huawei P smart Z,STK-LX1,Smartphone,13,,5.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-3-5-230x350.png,SAMSUNG,SM-G781B,Smartphone,13,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-22-1-230x350.png,Apple,Apple,Smartphone,13,,4.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-21-230x350.png,Huawei Mate20 Pro,LYA-L29,Smartphone,13,,5.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-30-2-230x350.png,HMD GLOBAL OY,Nokia 3.4,Smartphone,13,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-20-1-230x350.png,Huawei nova 5T,YAL-L21,Smartphone,13,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-19-1-230x350.png,Huawei Y5p,DRA-LX9,Smartphone,13,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-18-1-230x350.png,Huawei Mate20 Pro,LYA-L29,Smartphone,13,,5.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-29-2-230x350.png,APPLE,A2399,Smartphone,13,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-17-2-230x350.png,Apple Distribution International,Apple Distribution International,Smartphone,13,,4.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-16-2-230x350.png,APPLE,A2221,Smartphone,13,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-28-3-230x350.png,HMD GLOBAL OY,Nokia 1.3,Smartphone,13,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-15-2-230x350.png,Huawei P30 Pro,VOG-L29,Smartphone,14,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-7-3-230x350.png,Huawei nova 5T,YAL-L21,Smartphone,14,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-27-3-230x350.png,APPLE,A2403,Smartphone,14,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-6-3-230x350.png,Huawei Y6 2018,ATU-L21,Smartphone,14,,5.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-14-3-230x350.png,Huawei Y6p,MED-LX9N,Smartphone,14,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-25-3-230x350.png,APPLE,A2407,Smartphone,14,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-4-3-230x350.png,Huawei Y5p,DRA-LX9,Smartphone,14,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-3-3-230x350.png,APPLE,A2221,Smartphone,14,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-14-6-230x350.png,APPLE,A2399,Smartphone,14,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-13-6-230x350.png,APPLE,A2399,Smartphone,14,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-2-4-230x350.png,HMD GLOBAL OY,Nokia 9,Smartphone,14,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-12-5-230x350.png,XIAOMI,Redmi Note 10S,Smartphone,14,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-11-5-230x350.png,WIKO SAS,VIEW 5 (W-V851),Smartphone,14,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-9-6-230x350.png,APPLE,A2399,Smartphone,14,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-7-6-230x350.png,APPLE,A2399,Smartphone,14,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-8-6-230x350.png,XIAOMI,Redmi Note 10S,Smartphone,14,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-6-6-230x350.png,APPLE,A1778,Smartphone,15,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-5-6-230x350.png,APPLE,A2407,Smartphone,15,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-4-5-230x350.png,APPLE,A2411,Smartphone,15,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-32-2-230x350.png,XIAOMI,Mi 10T Lite,Smartphone,15,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-24-230x350.png,SAMSUNG,SM-G781B,Smartphone,15,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-31-2-230x350.png,APPLE,A2407,Smartphone,15,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-2-8-230x350.png,SAMSUNG,SM-N986B,Smartphone,15,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-30-1-230x350.png,APPLE,A2411,Smartphone,15,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-24-230x350.png,APPLE,A1901,Smartphone,15,,4.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-23-230x350.png,APPLE,A2101,Smartphone,15,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-3-5-230x350.png,APPLE,A2399,Smartphone,15,,-1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-1-6-230x350.png,SAMSUNG,SM-G781B,Smartphone,15,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-2-4-230x350.png,APPLE,A2403,Smartphone,15,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-1-5-230x350.png,XIAOMI,Redmi Note 8T,Smartphone,15,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-17-1-230x350.png,SAMSUNG,SM-N770F,Smartphone,15,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-16-1-230x350.png,SAMSUNG,SM-N770F,Smartphone,15,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-23-1-230x350.png,SAMSUNG,SM-A715F,Smartphone,16,,8.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-27-2-230x350.png,APPLE,A2403,Smartphone,16,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-23-230x350.png,Samsung,SM-G781B,Smartphone,16,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-25-2-230x350.png,HONOR,JSN-L21,Smartphone,16,,6.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-1-3-230x350.png,Huawei P40 lite,JNY-LX1,Smartphone,16,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-22-230x350.png,XIAOMI,Mi 11,Smartphone,16,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-20-2-230x350.png,Huawei P40 lite,HUAWEIP40LITJSP,Smartphone,16,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-15-1-230x350.png,SAMSUNG,SM-G980F,Smartphone,16,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-43-230x350.png,HONOR,DNN-LX9,Smartphone,16,,6.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-20-230x350.png,SAMSUNG,SM-G985F,Smartphone,16,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-14-2-230x350.png,SAMSUNG,SM-G986B,Smartphone,16,,5.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-19-230x350.png,Apple,Apple,Smartphone,16,,4.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-24-2-230x350.png,Huawei Mate20 lite,SNE-LX1,Smartphone,16,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-28-2-230x350.png,XIAOMI,Redmi Note 9C NFC,Smartphone,16,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-23-2-230x350.png,APPLE,A2399,Smartphone,16,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-18-230x350.png,Huawei P30,ELE-L29,Smartphone,16,,5.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-18-3-230x350.png,APPLE,A2407,Smartphone,17,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-17-3-230x350.png,YANG TECHNOLOGY SAS,OPPO A53 (CPH2127),Smartphone,17,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-16-3-230x350.png,XIAOMI,Mi 11 i,Smartphone,17,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-15-4-230x350.png,XIAOMI,XIAOMI,Smartphone,17,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-16-1-230x350.png,SAMSUNG,SM-N980F,Smartphone,17,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-15-2-230x350.png,SAMSUNG,SM-A715F,Smartphone,17,,8.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-14-2-230x350.png,SAMSUNG,SM-N980F,Smartphone,17,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-14-5-230x350.png,XIAOMI,Redmi 9A,Smartphone,17,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-9-2-230x350.png,APPLE,A2221,Smartphone,17,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-13-5-230x350.png,APPLE,AP0194252136119,Smartphone,17,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-12-4-230x350.png,XIAOMI,Redmi Note 10 5G,Smartphone,17,,7.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-11-4-230x350.png,XIAOMI,Redmi 9A,Smartphone,17,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-4-3-230x350.png,YANG TECHNOLOGY SAS,OPPO A15 (CPH2185),Smartphone,17,,6.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-21-230x350.png,Samsung,SM-A526BZBDEUH,Smartphone,17,,8.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-13-2-230x350.png,SAMSUNG,SM-N970F,Smartphone,17,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-10-5-230x350.png,XIAOMI,REDMINOTE10S128G,Smartphone,17,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-19-1-230x350.png,VIVO,V21 DB,Smartphone,18,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-13-1-230x350.png,SAMSUNG,SM-A725FLVDEUH,Smartphone,18,,8.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-22-1-230x350.png,HMD GLOBAL OY,Nokia 2.3,Smartphone,18,,6.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-21-3-230x350.png,XIAOMI,Redmi 9,Smartphone,18,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-8-2-230x350.png,Huawei P40 Pro,ELS-NX9,Smartphone,18,,5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-12-1-230x350.png,SAMSUNG,SM-G780F,Smartphone,18,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-9-5-230x350.png,XIAOMI,Redmi Note 9,Smartphone,18,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-10-2-230x350.png,Huawei P40 Pro,ELS-NX9,Smartphone,18,,5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-18-2-230x350.png,SAMSUNG,SM-G781B,Smartphone,18,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-20-3-230x350.png,YANG TECHNOLOGY SAS,OPPO RENO 4 PRO 5G (CPH2089),Smartphone,18,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-8-5-230x350.png,XIAOMI,Redmi 9,Smartphone,18,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-12-2-230x350.png,Huawei Y6p,MED-LX9N,Smartphone,18,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-11-3-230x350.png,Samsung,SM-G781B,Smartphone,18,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-11-2-230x350.png,VOG-L29,VOG-L29,Smartphone,18,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-10-3-230x350.png,SAMSUNG,SM-A725FZKDEUH,Smartphone,18,,8.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-19-3-230x350.png,MOTOROLA,Moto E7i Power,Smartphone,18,,7.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-7-5-230x350.png,XIAOMI,J2 – Mi 10,Smartphone,19,,6.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-17-1-230x350.png,SAMSUNG,SM-A715F,Smartphone,19,,8.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-7-2-230x350.png,SAMSUNG,SM-G985F,Smartphone,19,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-15-2-230x350.png,YANG TECHNOLOGY SAS,OPPO RENO 4 5G (CPH2091),Smartphone,19,,7.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-6-2-230x350.png,SAMSUNG,SAMGALAXYA20EN,Smartphone,19,,5.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-5-2-230x350.png,Apple,Apple,Smartphone,19,,4.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-5-5-230x350.png,WIKO SAS,WIKO SAS,Smartphone,19,,6.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-9-2-230x350.png,Samsung,SAMGALAXYA52BL,Smartphone,19,,8.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-4-2-230x350.png,HUAWEI P40,HUAWEIP40ANGO,Smartphone,19,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/01/6-a-794-1-230x350.png,HMD GLOBAL OY,Nokia 2.4,Smartphone,19,,6.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-2-3-230x350.png,APPLE,A2221,Smartphone,19,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-6-6-230x350.png,SAMSUNG,SM-G780F,Smartphone,19,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/02/6-a-79-59-230x350.png,XIAOMI,XIAOMI,Smartphone,19,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-1-2-230x350.png,Apple Distribution International,Apple Distribution International,Smartphone,19,,4.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-4-4-230x350.png,XIAOMI,Redmi Note 9,Smartphone,19,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-17-230x350.png,Samsung Electronics Co. Ltd,SM-G980F,Smartphone,19,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-16-230x350.png,Huawei P30 Pro,VOG-L29,Smartphone,20,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-3-4-230x350.png,XIAOMI,Redmi 9,Smartphone,20,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-37-1-230x350.png,APPLE,A2403,Smartphone,20,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-3-4-230x350.png,SAMSUNG,SAMGALAXYA41B,Smartphone,20,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-15-230x350.png,APPLE,A2221,Smartphone,20,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-2-5-230x350.png,SAMSUNG,SM-N981B,Smartphone,20,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-18-1-230x350.png,XIAOMI,Mi 11,Smartphone,20,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-2-3-230x350.png,XIAOMI,Mi 11 i,Smartphone,20,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-1-4-230x350.png,XIAOMI,POCO F2 (128 Go),Smartphone,20,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/2-a-39-1-230x350.png,LOGICOM,PRIME_2+32GO_BLEU,Smartphone,20,,3
https://www.indicereparabilite.fr/wp-content/uploads/2020/11/smartphone-samsung-1-230x350.jpg,SAMSUNG,SM-G780F,Smartphone,20,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-13-1-230x350.png,SAMSUNG,SM-G975F,Smartphone,20,,5.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-1-4-230x350.png,Samsung Electronics Co. Ltd,SM-G780F,Smartphone,20,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-20-230x350.png,Samsung,SM-A525FLVGEUH,Smartphone,20,,8.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-14-1-230x350.png,SAMSUNG,SM-N981B,Smartphone,20,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-36-1-230x350.png,OnePlus 8,OnePlus 8,Smartphone,20,,6.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-11-2-230x350.png,VIVO,Y72 B,Smartphone,21,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-10-2-230x350.png,SAMSUNG,SM-G780F,Smartphone,21,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-16-1-230x350.jpg,CROSSCALL,CORE-M4 GO,Smartphone,21,,8.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-34-1-230x350.png,Apple Distribution International,A2403,Smartphone,21,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-35-1-230x350.png,APPLE,A2411,Smartphone,21,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-29-1-230x350.png,XIAOMI,XIAOMI,Smartphone,21,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-15-1-230x350.png,Samsung,SM-A515F,Smartphone,21,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-28-1-230x350.png,APPLE,A2411,Smartphone,21,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-31-1-230x350.png,APPLE,AP0194252135778,Smartphone,21,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-18-230x350.png,SAMSUNG,SM-A715F,Smartphone,21,,8.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-9-1-230x350.png,CROSSCALL,CORE-M4,Smartphone,21,,8.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-4-1-230x350.png,SAMSUNG,SM-N986B,Smartphone,21,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-2-2-230x350.png,SAMSUNG,SM-N970F,Smartphone,21,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-11-3-230x350.png,XIAOMI,Redmi Note 9,Smartphone,21,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-9-4-230x350.png,XIAOMI,XIAOMI,Smartphone,21,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-10-4-230x350.png,XIAOMI,Redmi 9T,Smartphone,21,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-8-4-230x350.png,YANG TECHNOLOGY SAS,OPPO RENO 4Z 5G (CPH2065),Smartphone,22,,7.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-3-2-230x350.png,Samsung,SM-A526BZKDEUH,Smartphone,22,,8.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-7-230x350.png,SAMSUNG,SM-G975F,Smartphone,22,,5.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-8-3-230x350.png,VIVO,Y72 N,Smartphone,22,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-7-4-230x350.png,WIKO SAS,VIEW 5 PLUS (W-V850),Smartphone,22,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-27-1-230x350.png,APPLE,A2411,Smartphone,22,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-6-5-230x350.png,XIAOMI,XIAOMI,Smartphone,22,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-12-1-230x350.png,Huawei P smart 2021,PPA-LX1,Smartphone,22,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-2-3-230x350.png,SAMSUNG,SM-A426B,Smartphone,22,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-11-1-230x350.png,Apple Distribution International,A2221,Smartphone,22,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-26-1-230x350.png,APPLE,A2403,Smartphone,22,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-1-3-230x350.png,Samsung,SM-A525FZWGEUH,Smartphone,22,,8.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-19-230x350.png,CROSSCALL,CORE-X4,Smartphone,22,,8.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-10-1-230x350.png,Apple Distribution International,Apple Distribution International,Smartphone,22,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-5-4-230x350.png,XIAOMI,Redmi 9A,Smartphone,22,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-9-1-230x350.png,SONY,Xperia 10 III,Smartphone,22,,5.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-4-3-230x350.png,YANG TECHNOLOGY SAS,OPPO A15 (CPH2185),Smartphone,23,,6.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-25-1-230x350.png,XIAOMI,XIAOMI,Smartphone,23,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-3-3-230x350.png,Wiko,Y81 (W-V680),Smartphone,23,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-24-1-230x350.png,XIAOMI,XIAOMI,Smartphone,23,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-2-2-230x350.png,XIAOMI,Redmi Note 10 5G,Smartphone,23,,7.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-23-1-230x350.png,WIKO SAS,WIKO SAS,Smartphone,23,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-8-1-230x350.png,Apple Distribution International,A2403,Smartphone,23,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-1-3-230x350.png,Wiko,VIEW4LITE (V730),Smartphone,23,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-6-1-230x350.png,Apple Distribution International,A2221,Smartphone,23,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-40-230x350.png,WIKO SAS,VIEW4LITE (V730),Smartphone,23,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/01/8-a-11-8-1-230x350.png,Samsung Electronics Co. Ltd,SM-A426B,Smartphone,23,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-21-2-230x350.png,Apple Distribution International,A2411,Smartphone,23,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-20-2-230x350.png,XIAOMI,XIAOMI,Smartphone,23,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-19-2-230x350.png,XIAOMI,XIAOMI,Smartphone,23,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-42-230x350.png,YANG TECHNOLOGY SAS,OPPO RENO 4Z 5G (CPH2065),Smartphone,23,,7.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-18-2-230x350.png,Apple Distribution International,A2403,Smartphone,23,,6.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-41-230x350.png,XIAOMI,POCO X3,Smartphone,24,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-5-1-230x350.png,Apple Distribution International,A2221,Smartphone,24,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-32-230x350.png,YANG TECHNOLOGY SAS,OPPO A53S (CPH2135),Smartphone,24,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-33-1-230x350.png,Apple Distribution International,A2403,Smartphone,24,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-6-3-230x350.png,Samsung,SM-A525FZKGEUH,Smartphone,24,,8.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-17-2-230x350.png,WIKO SAS,VIEW 5 PLUS (W-V850),Smartphone,24,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-16-2-230x350.png,XIAOMI,XIAOMI,Smartphone,24,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-39-230x350.png,WIKO SAS,VIEW4LITE (V730),Smartphone,24,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-3-2-230x350.png,Apple Distribution International,Apple Distribution International,Smartphone,24,,4.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-15-3-230x350.png,Huawei Mate20 lite,SNE-LX1,Smartphone,24,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-38-230x350.png,XIAOMI,Redmi 9,Smartphone,24,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-14-4-230x350.png,XIAOMI,Redmi 9T,Smartphone,24,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-13-4-230x350.png,XIAOMI,XIAOMI,Smartphone,24,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-12-3-230x350.png,XIAOMI,Redmi Note 9C NFC,Smartphone,24,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-6-4-230x350.png,SAMSUNG,SM-A725FZBDEUH,Smartphone,24,,8.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-37-230x350.png,XIAOMI,Redmi Note 9S,Smartphone,24,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-36-230x350.png,XIAOMI,Redmi 9T,Smartphone,25,,7.1
